,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
997,Coburg,2,h,Jellis,2016-06-08,7.8,3058.0,2,1,1,170.0,Northern Metropolitan,11204,953000,Nearby,4
998,Coburg,2,h,Nelson,2016-06-08,7.8,3058.0,2,1,1,280.0,Northern Metropolitan,11204,735000,Nearby,4
999,Coburg North,2,t,Peter,2016-06-08,9.2,3058.0,2,1,1,145.0,Northern Metropolitan,3445,420000,Nearby,4
1000,Doncaster,4,h,Jellis,2016-06-08,13.9,3108.0,4,2,2,336.0,Eastern Metropolitan,9028,1152000,Nearby,8
1001,Elsternwick,3,h,Buxton,2016-06-08,8.5,3185.0,3,1,1,593.0,Southern Metropolitan,4898,1440000,Nearby,5
1002,Elwood,2,u,McGrath,2016-06-08,7.7,3184.0,1,1,1,50.0,Southern Metropolitan,8989,665000,Nearby,3
1003,Elwood,2,u,Buxton/Advantage,2016-06-08,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,550000,Nearby,4
1004,Essendon,4,t,Frank,2016-06-08,8.0,3040.0,3,3,2,374.0,Western Metropolitan,9264,1250000,Nearby,8
1005,Essendon,2,t,Brad,2016-06-08,8.0,3040.0,2,1,1,200.0,Western Metropolitan,9264,720000,Nearby,4
1006,Essendon,2,u,Paul,2016-06-08,8.0,3040.0,2,1,1,80.0,Western Metropolitan,9264,660000,Nearby,4
1007,Essendon North,2,u,Brad,2016-06-08,9.4,3041.0,2,1,1,999.0,Western Metropolitan,1308,393000,Nearby,4
1008,Fairfield,3,h,Jellis,2016-06-08,5.8,3078.0,3,1,1,235.0,Northern Metropolitan,2970,1064000,Nearby,5
1009,Fitzroy,2,u,Jellis,2016-06-08,1.6,3065.0,2,1,2,50.0,Northern Metropolitan,5825,810000,Nearby,5
1010,Fitzroy North,2,h,LITTLE,2016-06-08,3.5,3068.0,2,1,1,150.0,Northern Metropolitan,6244,1008000,Nearby,4
1011,Footscray,2,t,Jas,2016-06-08,6.4,3011.0,2,1,1,556.0,Western Metropolitan,7570,480000,Nearby,4
1012,Footscray,1,u,Village,2016-06-08,6.4,3011.0,1,1,0,50.0,Western Metropolitan,7570,357000,Nearby,2
1013,Footscray,3,h,Village,2016-06-08,6.4,3011.0,3,1,1,361.0,Western Metropolitan,7570,910000,Nearby,5
1014,Glen Iris,4,h,Marshall,2016-06-08,9.2,3146.0,4,2,3,630.0,Southern Metropolitan,10412,2538000,Nearby,9
1015,Glen Iris,1,u,Buxton,2016-06-08,9.2,3146.0,1,1,1,50.0,Southern Metropolitan,10412,255000,Nearby,3
1016,Glen Iris,4,h,Jellis,2016-06-08,9.2,3146.0,4,3,4,1258.0,Southern Metropolitan,10412,2300000,Nearby,11
1017,Glenroy,3,h,Stockdale,2016-06-08,13.0,3046.0,3,1,1,652.0,Northern Metropolitan,8870,670000,Nearby,5
1018,Glenroy,2,u,Jason,2016-06-08,13.0,3046.0,2,1,1,164.0,Northern Metropolitan,8870,430000,Nearby,4
1019,Glenroy,2,h,Barry,2016-06-08,13.0,3046.0,2,1,2,832.0,Northern Metropolitan,8870,852500,Nearby,5
1020,Glenroy,4,h,Burnham,2016-06-08,13.0,3046.0,4,2,4,1011.0,Northern Metropolitan,8870,1025000,Nearby,10
1021,Gowanbrae,3,h,Nelson,2016-06-08,13.6,3043.0,3,2,1,215.0,Western Metropolitan,1071,504000,Nearby,6
1022,Hampton,2,u,hockingstuart,2016-06-08,13.7,3188.0,2,1,1,90.0,Southern Metropolitan,5454,760000,Nearby,4
1023,Hampton,2,u,RT,2016-06-08,13.7,3188.0,2,1,1,50.0,Southern Metropolitan,5454,616000,Nearby,4
1024,Hampton,4,h,hockingstuart,2016-06-08,13.7,3188.0,4,1,1,723.0,Southern Metropolitan,5454,1680000,Nearby,6
1025,Hampton,5,h,Buxton,2016-06-08,13.7,3188.0,5,4,2,661.0,Southern Metropolitan,5454,2520000,Nearby,11
1026,Hampton East,3,u,Buxton,2016-06-08,14.5,3188.0,1,1,1,50.0,Southern Metropolitan,2356,525000,Nearby,3
1027,Hampton East,3,t,Ray,2016-06-08,14.5,3188.0,3,2,1,267.0,Southern Metropolitan,2356,1297500,Nearby,6
1028,Hawthorn,3,h,Nelson,2016-06-08,4.6,3122.0,3,2,1,460.0,Southern Metropolitan,11308,2000000,Nearby,6
1029,Hawthorn,2,u,Marshall,2016-06-08,4.6,3122.0,2,1,1,50.0,Southern Metropolitan,11308,500000,Nearby,4
1030,Heidelberg Heights,2,t,Miles,2016-06-08,10.5,3081.0,2,2,1,201.0,Eastern Metropolitan,2947,565000,Nearby,5
1031,Heidelberg Heights,5,h,Miles,2016-06-08,10.5,3081.0,4,5,2,599.0,Eastern Metropolitan,2947,1587500,Nearby,11
1032,Heidelberg West,1,h,Nelson,2016-06-08,9.4,3081.0,1,1,2,374.0,Eastern Metropolitan,2674,405000,Nearby,4
1033,Hughesdale,3,h,Ray,2016-06-08,13.0,3166.0,2,1,2,715.0,Southern Metropolitan,3145,1316000,Nearby,5
1034,Ivanhoe,2,u,Miles,2016-06-08,7.9,3079.0,2,1,1,208.0,Eastern Metropolitan,5549,581000,Nearby,4
1035,Kealba,4,h,hockingstuart,2016-06-08,15.0,3021.0,4,2,2,579.0,Western Metropolitan,1202,500000,Mederately close,8
1036,Keilor East,3,t,Nelson,2016-06-08,12.8,3033.0,2,1,1,200.0,Western Metropolitan,5629,590000,Nearby,4
1037,Kensington,3,h,Edward,2016-06-08,4.2,3031.0,3,1,1,416.0,Northern Metropolitan,5263,1291000,Nearby,5
1038,Kensington,2,u,Nelson,2016-06-08,4.2,3031.0,2,1,1,50.0,Northern Metropolitan,5263,420000,Nearby,4
1039,Kensington,2,t,Edward,2016-06-08,4.2,3031.0,2,1,1,145.0,Northern Metropolitan,5263,750000,Nearby,4
1040,Kensington,1,u,Edward,2016-06-08,4.2,3031.0,1,1,1,50.0,Northern Metropolitan,5263,312000,Nearby,3
1041,Kew,2,u,Noel,2016-06-08,5.6,3101.0,2,1,1,50.0,Southern Metropolitan,10331,831000,Nearby,4
1042,Kew,4,h,Jellis,2016-06-08,5.6,3101.0,4,2,2,649.0,Southern Metropolitan,10331,2130000,Nearby,8
1043,Kew,2,u,Fletchers,2016-06-08,5.6,3101.0,2,1,1,50.0,Southern Metropolitan,10331,650000,Nearby,4
1044,Kew,2,u,Christopher,2016-06-08,5.6,3101.0,2,1,1,50.0,Southern Metropolitan,10331,599000,Nearby,4
1045,Kew,2,u,Marshall,2016-06-08,5.6,3101.0,2,1,2,50.0,Southern Metropolitan,10331,820000,Nearby,5
1046,Kew,4,h,Kay,2016-06-08,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,2300000,Nearby,5
1047,Maidstone,2,h,Sweeney,2016-06-08,9.2,3012.0,3,1,1,537.0,Western Metropolitan,3873,423000,Nearby,5
1048,Malvern,4,h,Marshall,2016-06-08,7.4,3144.0,4,2,2,586.0,Southern Metropolitan,4675,2400000,Nearby,8
1049,Malvern East,3,h,Marshall,2016-06-08,11.2,3145.0,4,2,1,769.0,Southern Metropolitan,8801,1837000,Nearby,7
1050,Malvern East,3,h,Buxton,2016-06-08,11.2,3145.0,3,2,2,331.0,Southern Metropolitan,8801,1105000,Nearby,7
1051,Newport,3,h,Greg,2016-06-08,8.4,3015.0,2,2,1,178.0,Western Metropolitan,5498,655800,Nearby,5
1052,Newport,4,h,Village,2016-06-08,8.4,3015.0,4,3,2,233.0,Western Metropolitan,5498,1082000,Nearby,9
1053,Newport,3,h,Williams,2016-06-08,8.4,3015.0,3,1,1,546.0,Western Metropolitan,5498,1210000,Nearby,5
1054,Northcote,2,u,Nelson,2016-06-08,5.5,3070.0,2,2,1,50.0,Northern Metropolitan,11364,583000,Nearby,5
1055,Oak Park,2,u,hockingstuart,2016-06-08,11.5,3046.0,2,1,1,189.0,Northern Metropolitan,2651,476000,Nearby,4
1056,Pascoe Vale,2,h,Brad,2016-06-08,9.9,3044.0,2,1,2,336.0,Northern Metropolitan,7485,555000,Nearby,5
1057,Pascoe Vale,3,u,Jellis,2016-06-08,9.9,3044.0,3,1,1,180.0,Northern Metropolitan,7485,585000,Nearby,5
1058,Pascoe Vale,2,t,Ray,2016-06-08,9.9,3044.0,2,1,1,145.0,Northern Metropolitan,7485,480000,Nearby,4
1059,Pascoe Vale,2,t,Nelson,2016-06-08,9.9,3044.0,2,1,1,113.0,Northern Metropolitan,7485,480000,Nearby,4
1060,Pascoe Vale,4,t,Brad,2016-06-08,9.9,3044.0,4,2,1,215.0,Northern Metropolitan,7485,605000,Nearby,7
1061,Port Melbourne,2,u,Cayzer,2016-06-08,3.8,3207.0,2,2,1,579.0,Southern Metropolitan,8648,795000,Nearby,5
1062,Port Melbourne,2,u,Marshall,2016-06-08,3.8,3207.0,2,2,1,50.0,Southern Metropolitan,8648,590000,Nearby,5
1063,Port Melbourne,4,h,Chisholm,2016-06-08,3.8,3207.0,4,1,2,146.0,Southern Metropolitan,8648,1502000,Nearby,7
1064,Prahran,1,u,hockingstuart,2016-06-08,4.5,3181.0,1,1,1,50.0,Southern Metropolitan,7717,330000,Nearby,3
1065,Prahran,3,h,Marshall,2016-06-08,4.5,3181.0,3,1,0,135.0,Southern Metropolitan,7717,1430000,Nearby,4
1066,Prahran,1,u,Biggin,2016-06-08,4.5,3181.0,1,1,1,50.0,Southern Metropolitan,7717,325000,Nearby,3
1067,Prahran,3,t,Marshall,2016-06-08,4.5,3181.0,2,2,1,128.0,Southern Metropolitan,7717,1245000,Nearby,5
1068,Preston,3,h,Barry,2016-06-08,8.8,3072.0,3,1,2,647.0,Northern Metropolitan,14577,840000,Nearby,6
1069,Preston,3,u,hockingstuart,2016-06-08,8.8,3072.0,3,1,1,266.0,Northern Metropolitan,14577,496000,Nearby,5
1070,Preston,2,t,Ray,2016-06-08,8.8,3072.0,2,1,1,145.0,Northern Metropolitan,14577,462500,Nearby,4
1071,Preston,4,h,Nelson,2016-06-08,8.8,3072.0,2,1,1,499.0,Northern Metropolitan,14577,931000,Nearby,4
1072,Preston,2,h,Love,2016-06-08,8.8,3072.0,2,2,0,3037.0,Northern Metropolitan,14577,942000,Nearby,4
1073,Reservoir,3,h,Barry,2016-06-08,11.2,3073.0,3,1,5,4679.0,Northern Metropolitan,21650,800000,Nearby,9
1074,Reservoir,3,h,Barry,2016-06-08,11.2,3073.0,3,1,2,543.0,Northern Metropolitan,21650,510000,Nearby,6
1075,Reservoir,3,h,Ray,2016-06-08,11.2,3073.0,3,2,3,649.0,Northern Metropolitan,21650,651000,Nearby,8
1076,Reservoir,3,h,Ray,2016-06-08,11.2,3073.0,2,1,2,491.0,Northern Metropolitan,21650,502500,Nearby,5
1077,Richmond,2,h,Biggin,2016-06-08,2.6,3121.0,3,1,1,482.0,Northern Metropolitan,14949,720000,Nearby,5
1078,Richmond,2,u,Jellis,2016-06-08,2.6,3121.0,2,1,2,50.0,Northern Metropolitan,14949,550000,Nearby,5
1079,Richmond,3,h,Biggin,2016-06-08,2.6,3121.0,3,2,1,78.0,Northern Metropolitan,14949,1152500,Nearby,6
1080,Richmond,4,h,hockingstuart,2016-06-08,2.6,3121.0,4,2,2,58.0,Northern Metropolitan,14949,1375000,Nearby,8
1081,Richmond,3,h,hockingstuart,2016-06-08,2.6,3121.0,3,1,0,339.0,Northern Metropolitan,14949,1422000,Nearby,4
1082,Seddon,2,u,Village,2016-06-08,6.6,3011.0,2,1,2,50.0,Western Metropolitan,2417,450000,Nearby,5
1083,South Yarra,1,u,Biggin,2016-06-08,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,465000,Nearby,3
1084,South Yarra,2,u,Biggin,2016-06-08,3.3,3141.0,2,2,1,50.0,Southern Metropolitan,14887,801000,Nearby,5
1085,Southbank,2,u,Marshall,2016-06-08,1.2,3006.0,2,2,1,50.0,Southern Metropolitan,8400,650000,Nearby,5
1086,Spotswood,3,h,RT,2016-06-08,7.7,3015.0,3,1,1,326.0,Western Metropolitan,1223,855000,Nearby,5
1087,St Kilda,1,u,Gary,2016-06-08,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,211000,Nearby,3
1088,St Kilda,2,h,Noel,2016-06-08,6.1,3182.0,2,1,0,94.0,Southern Metropolitan,13240,875000,Nearby,3
1089,St Kilda,1,u,hockingstuart,2016-06-08,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,440000,Nearby,3
1090,St Kilda,3,u,Kay,2016-06-08,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,1110000,Nearby,3
1091,Strathmore,2,u,Nelson,2016-06-08,9.7,3041.0,2,1,1,80.0,Western Metropolitan,3284,410000,Nearby,4
1092,Strathmore,4,h,Considine,2016-06-08,9.7,3041.0,3,2,1,794.0,Western Metropolitan,3284,1015000,Nearby,6
1093,Sunshine,4,h,Douglas,2016-06-08,12.6,3020.0,4,2,1,807.0,Western Metropolitan,3755,700000,Nearby,7
1094,Sunshine North,3,h,Sweeney,2016-06-08,13.3,3020.0,3,1,1,537.0,Western Metropolitan,4217,545000,Nearby,5
1095,Sunshine North,3,h,Douglas,2016-06-08,13.3,3020.0,3,1,2,546.0,Western Metropolitan,4217,480000,Nearby,6
1096,Sunshine North,2,h,Douglas,2016-06-08,13.3,3020.0,2,1,4,343.0,Western Metropolitan,4217,435000,Nearby,7
1097,Surrey Hills,4,h,Jellis,2016-06-08,11.2,3127.0,4,2,2,783.0,Southern Metropolitan,5457,2500000,Nearby,8
1098,Surrey Hills,3,h,Marshall,2016-06-08,11.2,3127.0,3,2,1,404.0,Southern Metropolitan,5457,1910000,Nearby,6
1099,Surrey Hills,2,h,RT,2016-06-08,11.2,3127.0,3,1,2,391.0,Southern Metropolitan,5457,1018000,Nearby,6
1100,Templestowe Lower,3,h,Jellis,2016-06-08,13.8,3107.0,3,1,2,730.0,Eastern Metropolitan,5420,1200000,Nearby,6
1101,Templestowe Lower,4,h,Barry,2016-06-08,13.8,3107.0,4,2,2,652.0,Eastern Metropolitan,5420,990000,Nearby,8
1102,Toorak,2,u,RT,2016-06-08,4.6,3142.0,2,2,2,50.0,Southern Metropolitan,7217,925000,Nearby,6
1103,Toorak,2,u,Rodney,2016-06-08,4.6,3142.0,2,1,1,50.0,Southern Metropolitan,7217,450000,Nearby,4
1104,Toorak,2,u,Rodney,2016-06-08,4.6,3142.0,1,1,1,50.0,Southern Metropolitan,7217,750000,Nearby,3
1105,Viewbank,3,h,Nelson,2016-06-08,13.8,3084.0,3,2,2,555.0,Eastern Metropolitan,2698,820000,Nearby,7
1106,Watsonia,3,h,Buckingham,2016-06-08,14.9,3087.0,3,2,1,308.0,Northern Metropolitan,2329,690000,Nearby,6
1107,West Melbourne,2,t,Nelson,2016-06-08,1.9,3003.0,2,2,2,54.0,Northern Metropolitan,2230,800000,Nearby,6
1108,Williamstown,2,h,Greg,2016-06-08,8.0,3016.0,3,1,1,537.0,Western Metropolitan,6380,1500000,Nearby,5
1109,Windsor,2,u,hockingstuart,2016-06-08,5.1,3181.0,2,1,1,1043.0,Southern Metropolitan,4380,600000,Nearby,4
1110,Yarraville,2,u,hockingstuart,2016-06-08,7.0,3013.0,2,0,0,50.0,Western Metropolitan,6543,410000,Nearby,2
1111,Bellfield,3,h,Nelson,2016-06-08,9.5,3081.0,3,1,2,626.0,Eastern Metropolitan,790,773000,Nearby,6
1112,Brunswick East,4,h,Nelson,2016-06-08,4.5,3057.0,4,1,1,233.0,Northern Metropolitan,5533,1815000,Nearby,6
1113,Fawkner,3,h,hockingstuart,2016-06-08,12.4,3060.0,0,1,1,605.0,Northern Metropolitan,5070,585000,Nearby,2
1114,Hawthorn East,5,h,Marshall,2016-06-08,7.5,3123.0,5,3,2,431.0,Southern Metropolitan,6482,1700000,Nearby,10
1115,Hawthorn East,3,h,RT,2016-06-08,7.5,3123.0,3,2,2,302.0,Southern Metropolitan,6482,1650000,Nearby,7
1116,Heidelberg,3,h,Miles,2016-06-08,10.6,3084.0,3,1,1,858.0,Eastern Metropolitan,2890,1220000,Nearby,5
1117,Heidelberg,3,t,hockingstuart,2016-06-08,10.6,3084.0,2,1,2,235.0,Eastern Metropolitan,2890,550000,Nearby,5
1118,Heidelberg,2,u,Barry,2016-06-08,10.6,3084.0,2,2,1,50.0,Eastern Metropolitan,2890,585000,Nearby,5
1119,Heidelberg,2,t,Miles,2016-06-08,10.6,3084.0,2,1,1,182.0,Eastern Metropolitan,2890,705000,Nearby,4
1120,Ivanhoe East,3,h,Miles,2016-06-08,9.0,3079.0,3,1,1,624.0,Eastern Metropolitan,1554,1605000,Nearby,5
1121,Ivanhoe East,2,u,Nelson,2016-06-08,9.0,3079.0,2,1,1,1473.0,Eastern Metropolitan,1554,470000,Nearby,4
1122,Ivanhoe East,5,h,Miles,2016-06-08,9.0,3079.0,3,1,1,693.5,Eastern Metropolitan,1554,3350000,Nearby,5
1123,Jacana,3,h,Barry,2016-06-08,14.5,3047.0,3,1,1,482.0,Northern Metropolitan,851,398000,Nearby,5
1124,Kingsville,3,h,Village,2016-06-08,7.8,3012.0,2,1,1,259.0,Western Metropolitan,1808,817000,Nearby,4
1125,Kingsville,3,h,Village,2016-06-08,7.8,3012.0,3,2,2,275.0,Western Metropolitan,1808,1035000,Nearby,7
1126,Murrumbeena,2,u,Buxton,2016-06-08,12.1,3163.0,2,1,1,161.0,Southern Metropolitan,4442,740000,Nearby,4
1127,Murrumbeena,3,h,Woodards,2016-06-08,12.1,3163.0,3,1,1,593.0,Southern Metropolitan,4442,1420000,Nearby,5
1128,Ormond,3,h,hockingstuart,2016-06-08,11.8,3204.0,3,2,2,378.0,Southern Metropolitan,3578,1256000,Nearby,7
1129,Ormond,4,h,Buxton,2016-06-08,11.8,3204.0,4,2,1,678.0,Southern Metropolitan,3578,1918000,Nearby,7
1130,Ormond,3,u,hockingstuart,2016-06-08,11.8,3204.0,3,1,1,265.0,Southern Metropolitan,3578,900000,Nearby,5
1131,Cremorne,1,u,hockingstuart,2016-06-08,2.5,3121.0,1,1,1,50.0,Northern Metropolitan,1123,425000,Nearby,3
1132,South Kingsville,2,t,Greg,2016-06-08,9.1,3015.0,2,2,1,151.0,Western Metropolitan,984,650000,Nearby,5
1133,Caulfield East,3,h,Woodards,2016-06-08,9.3,3145.0,20,1,2,875.0,Southern Metropolitan,608,1650000,Nearby,23
1134,Seaholme,3,h,RT,2016-06-08,12.7,3018.0,3,2,2,537.0,Western Metropolitan,852,860000,Nearby,7
1135,Abbotsford,2,h,Jellis,2016-07-05,2.5,3067.0,2,1,0,181.0,Northern Metropolitan,4019,941000,Nearby,3
1136,Abbotsford,3,h,Nelson,2016-07-05,2.5,3067.0,4,2,0,245.0,Northern Metropolitan,4019,1876000,Nearby,6
1137,Airport West,6,h,Barry,2016-07-05,13.5,3042.0,6,3,2,976.0,Western Metropolitan,3464,725000,Nearby,11
1138,Airport West,2,t,Barry,2016-07-05,13.5,3042.0,2,1,1,110.0,Western Metropolitan,3464,450000,Nearby,4
1139,Albert Park,2,h,Sotheby's,2016-07-05,3.3,3206.0,2,1,1,167.0,Southern Metropolitan,3280,1550000,Nearby,4
1140,Albert Park,4,h,Marshall,2016-07-05,3.3,3206.0,4,2,1,153.0,Southern Metropolitan,3280,2300000,Nearby,7
1141,Alphington,2,u,Miles,2016-07-05,6.4,3078.0,1,1,1,50.0,Northern Metropolitan,2211,480000,Nearby,3
1142,Altona,3,h,Greg,2016-07-05,13.8,3018.0,3,1,1,602.0,Western Metropolitan,5301,660000,Nearby,5
1143,Altona North,4,t,hockingstuart,2016-07-05,11.1,3025.0,2,1,1,200.0,Western Metropolitan,5132,780000,Nearby,4
1144,Altona North,3,u,hockingstuart,2016-07-05,11.1,3025.0,2,1,1,80.0,Western Metropolitan,5132,720000,Nearby,4
1145,Altona North,3,h,Village,2016-07-05,11.1,3025.0,3,1,1,537.0,Western Metropolitan,5132,705000,Nearby,5
1146,Altona North,3,h,Williams,2016-07-05,11.1,3025.0,3,1,1,328.0,Western Metropolitan,5132,588000,Nearby,5
1147,Altona North,4,h,hockingstuart,2016-07-05,11.1,3025.0,3,1,1,537.0,Western Metropolitan,5132,720000,Nearby,5
1148,Armadale,5,h,Jellis,2016-07-05,6.3,3143.0,8,2,2,693.0,Southern Metropolitan,4836,1525000,Nearby,12
1149,Armadale,3,u,Marshall,2016-07-05,6.3,3143.0,3,2,1,2113.0,Southern Metropolitan,4836,735000,Nearby,6
1150,Armadale,2,u,Jellis,2016-07-05,6.3,3143.0,2,1,1,50.0,Southern Metropolitan,4836,825000,Nearby,4
1151,Armadale,3,t,RT,2016-07-05,6.3,3143.0,2,2,2,246.0,Southern Metropolitan,4836,1586000,Nearby,6
1152,Ascot Vale,3,h,Brad,2016-07-05,5.9,3032.0,3,1,2,350.0,Western Metropolitan,6567,970000,Nearby,6
1153,Ascot Vale,2,h,Nelson,2016-07-05,5.9,3032.0,2,1,1,330.0,Western Metropolitan,6567,940000,Nearby,4
1154,Ascot Vale,2,h,Nelson,2016-07-05,5.9,3032.0,2,1,1,118.0,Western Metropolitan,6567,751000,Nearby,4
1155,Ascot Vale,2,h,Raine,2016-07-05,5.9,3032.0,2,1,1,173.0,Western Metropolitan,6567,950000,Nearby,4
1156,Ashburton,5,h,Fletchers,2016-07-05,11.0,3147.0,3,1,1,593.0,Southern Metropolitan,3052,1850000,Nearby,5
1157,Ashwood,3,h,Tim,2016-07-05,12.2,3147.0,3,1,2,723.0,Southern Metropolitan,2894,1120000,Nearby,6
1158,Avondale Heights,4,h,Moonee,2016-07-05,10.5,3034.0,4,3,2,789.0,Western Metropolitan,4502,1160000,Nearby,9
1159,Balaclava,1,u,hockingstuart,2016-07-05,6.6,3183.0,1,1,1,50.0,Southern Metropolitan,2952,280000,Nearby,3
1160,Balwyn,4,h,RT,2016-07-05,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,2000000,Nearby,5
1161,Balwyn,3,h,Marshall,2016-07-05,9.7,3103.0,3,1,1,188.0,Southern Metropolitan,5682,700000,Nearby,5
1162,Balwyn,4,h,Jellis,2016-07-05,9.7,3103.0,4,2,2,664.0,Southern Metropolitan,5682,2130000,Nearby,8
1163,Balwyn,2,h,Marshall,2016-07-05,9.7,3103.0,2,1,1,50.0,Southern Metropolitan,5682,500000,Nearby,4
1164,Balwyn,3,h,Jellis,2016-07-05,9.7,3103.0,3,2,2,699.0,Southern Metropolitan,5682,2125000,Nearby,7
1165,Balwyn,5,h,Jellis,2016-07-05,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,4350000,Nearby,5
1166,Balwyn North,6,h,hockingstuart,2016-07-05,9.2,3104.0,4,2,2,724.0,Southern Metropolitan,7809,1505000,Nearby,8
1167,Balwyn North,3,h,Fletchers,2016-07-05,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,920000,Nearby,5
1168,Balwyn North,4,h,hockingstuart,2016-07-05,9.2,3104.0,4,2,2,662.0,Southern Metropolitan,7809,1572000,Nearby,8
1169,Balwyn North,4,h,Jellis,2016-07-05,9.2,3104.0,3,2,2,610.0,Southern Metropolitan,7809,1500000,Nearby,7
1170,Balwyn North,4,t,Jellis,2016-07-05,9.2,3104.0,4,2,1,283.0,Southern Metropolitan,7809,1400000,Nearby,7
1171,Bentleigh,5,t,C21,2016-07-05,13.0,3204.0,3,2,1,267.0,Southern Metropolitan,6795,1375000,Nearby,6
1172,Bentleigh,3,h,hockingstuart,2016-07-05,13.0,3204.0,3,2,1,565.0,Southern Metropolitan,6795,1500000,Nearby,6
1173,Bentleigh East,3,h,Woodards,2016-07-05,13.9,3165.0,3,2,3,730.0,Southern Metropolitan,10969,1215000,Nearby,8
1174,Bentleigh East,4,h,hockingstuart,2016-07-05,13.9,3165.0,4,2,2,619.0,Southern Metropolitan,10969,1200000,Nearby,8
1175,Bentleigh East,3,h,Buxton,2016-07-05,13.9,3165.0,3,2,2,627.0,Southern Metropolitan,10969,1050000,Nearby,7
1176,Bentleigh East,5,h,Woodards,2016-07-05,13.9,3165.0,5,2,4,618.0,Southern Metropolitan,10969,950000,Nearby,11
1177,Bentleigh East,2,u,Buxton,2016-07-05,13.9,3165.0,3,2,1,50.0,Southern Metropolitan,10969,380000,Nearby,6
1178,Bentleigh East,2,h,hockingstuart,2016-07-05,13.9,3165.0,2,1,1,169.0,Southern Metropolitan,10969,689000,Nearby,4
1179,Bentleigh East,3,h,hockingstuart,2016-07-05,13.9,3165.0,3,2,2,653.0,Southern Metropolitan,10969,1400000,Nearby,7
1180,Bentleigh East,3,h,hockingstuart,2016-07-05,13.9,3165.0,3,1,4,574.0,Southern Metropolitan,10969,965000,Nearby,8
1181,Bentleigh East,3,h,Buxton,2016-07-05,13.9,3165.0,3,2,2,610.0,Southern Metropolitan,10969,1338000,Nearby,7
1182,Bentleigh East,4,t,Buxton,2016-07-05,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1200000,Nearby,6
1183,Bentleigh East,3,t,Buxton,2016-07-05,13.9,3165.0,3,2,1,353.0,Southern Metropolitan,10969,800000,Nearby,6
1184,Bentleigh East,2,u,Gary,2016-07-05,13.9,3165.0,2,1,1,265.0,Southern Metropolitan,10969,651000,Nearby,4
1185,Bentleigh East,3,h,Buxton,2016-07-05,13.9,3165.0,3,1,3,583.0,Southern Metropolitan,10969,920000,Nearby,7
1186,Bentleigh East,3,h,Buxton,2016-07-05,13.9,3165.0,4,2,2,590.0,Southern Metropolitan,10969,1390000,Nearby,8
1187,Brighton,5,h,Buxton,2016-07-05,11.2,3186.0,4,3,1,509.0,Southern Metropolitan,10579,2750000,Nearby,8
1188,Brighton,2,u,Nick,2016-07-05,11.2,3186.0,2,1,2,232.0,Southern Metropolitan,10579,892500,Nearby,5
1189,Brighton,4,h,Buxton,2016-07-05,11.2,3186.0,3,2,1,550.0,Southern Metropolitan,10579,2145000,Nearby,6
1190,Brighton,5,h,Biggin,2016-07-05,11.2,3186.0,4,2,2,710.0,Southern Metropolitan,10579,3171000,Nearby,8
1191,Brighton,4,t,Buxton,2016-07-05,11.2,3186.0,3,2,1,267.0,Southern Metropolitan,10579,2800000,Nearby,6
1192,Brighton,2,h,Hodges,2016-07-05,11.2,3186.0,2,2,4,696.0,Southern Metropolitan,10579,1910000,Nearby,8
1193,Brighton,3,t,Buxton,2016-07-05,11.2,3186.0,3,2,2,50.0,Southern Metropolitan,10579,1850000,Nearby,7
1194,Brighton,3,t,Kay,2016-07-05,11.2,3186.0,3,0,1,50.0,Southern Metropolitan,10579,1067000,Nearby,4
1195,Brighton,3,h,hockingstuart,2016-07-05,11.2,3186.0,3,2,2,295.0,Southern Metropolitan,10579,1865000,Nearby,7
1196,Brighton East,4,h,Buxton,2016-07-05,10.7,3187.0,4,2,2,687.0,Southern Metropolitan,6938,2000000,Nearby,8
1197,Brighton East,3,h,Marshall,2016-07-05,10.7,3187.0,3,1,3,613.0,Southern Metropolitan,6938,1400000,Nearby,7
1198,Brighton East,3,h,Marshall,2016-07-05,10.7,3187.0,3,2,3,619.0,Southern Metropolitan,6938,1300000,Nearby,8
1199,Brighton East,5,h,RT,2016-07-05,10.7,3187.0,5,2,2,616.0,Southern Metropolitan,6938,1600000,Nearby,9
1200,Brighton East,2,h,Buxton,2016-07-05,10.7,3187.0,4,3,2,635.0,Southern Metropolitan,6938,1780000,Nearby,9
1201,Brighton East,5,h,hockingstuart,2016-07-05,10.7,3187.0,5,2,5,775.0,Southern Metropolitan,6938,1200000,Nearby,12
1202,Brighton East,2,t,Buxton,2016-07-05,10.7,3187.0,3,2,1,267.0,Southern Metropolitan,6938,770000,Nearby,6
